0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0.584831899921814,0.503510945890128,0.4706582077716098,0.397462136717151,0.33944580277098624,0.3006824568446408,0.26074728806749703,0.18097541313986298,0.1340373679935012,0.09878048780487803,0.07560684440907273,0.056757860351163814,0.054566563467492335,0.05467156262749895,0.05208333333333326,0.061248999199359555,0.05799436165928318,0.043284789644013055,0.03616416091019903,0.025661914460285096,0.020791683326669252,0.020987654320987592,0.0214455917394758,0.01592486729277265,0.033022533022532996,0.0295527156549521,0.030894308943089532,0.03270841643398481,0.02864992150706447,0.01815311760063154,0.01010493587252237,0.009768009768009844,0.002742946708463867,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5460146322680016,0.5008,0.42708749500599275,0.3838223632038066,0.382234726688103,0.32868020304568524,0.3066298342541437,0.25302663438256656,0.19592976855546695,0.15105162523900562,0.09928229665071786,0.049679487179487114,0.02018203403244956,0.00897736143637795,0.01083902047370533,0.024180967238689455,0.03652788688138253,0.05371739976644607,0.052589641434262924,0.06612576064908726,0.042389987888574954,0.04408735063864855,0.03504672897196259,0.023443815683104274,0.025559105431310014,0.025179856115107757,0.022763578274760388,0.027080844285145345,0.019623233908948157,0.0157415078707539,0.014067025237898267,0.011129431162407277,0.004426559356136783,0.003624647603705289,0.003963535473642477,0.007128712871287246,0.009539610120282038,0.009844134536505345,0.007527733755942734,0.009952229299362902,0.005416666666666736,0.005789909015715522,0.0038850038850039015,0.002405773857257376,0.0019252984212553281,0.0012401818933442943,0.0019477989871444779,0.0020678246484697738,0.0028901734104046506,0.0028169014084507005,0.001980198019801982,0.001166861143523823,0.001184366363995104,0.00039463299131803353,0.0004098360655737654,0.0,0.0019912385503783048,0.0011895321173670537,0.0023837902264600697,0.0011923688394275267,0.001566170712607673,0.0007852375343541107,0.000779423226812126,0.0,0.0,,,,,,,,,,,,,,,,,
0.03876582278481,0.017381228273464666,0.014067995310668158,0.007486209613869255,0.0012126111560226693,0.002336448598130758,0.00789577575996847,0.010769230769230864,0.008403361344537785,0.001993620414673103,0.0048367593712213,0.0012505210504376585,0.0036885245901639996,0.00040209087253717524,0.0003898635477582735,0.0004003202562049557,0.002333722287047757,0.002897350993377512,0.003958828186856667,0.00464216634429393,0.0035419126328217754,0.0028157683024938596,0.0011824990145840042,0.0004022526146419958,0.00040933278755628244,0.0,0.00040916530278223284,0.0016032064128257417,0.0028513238289205045,0.003990422984836428,0.001631986944104491,0.0012009607686148671,0.000406338886631441,0.000421762969211259,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.41591177628987797,0.35876623376623373,0.28735632183908044,0.2230215827338129,0.14505928853754946,0.10110519852640198,0.04059328649492577,0.025520219866509763,0.018653690186536842,0.022425249169435113,0.033188463058079765,0.04585679806918752,0.057890563045202126,0.055365946150929046,0.05462998837659827,0.0445425361155698,0.0330677290836654,0.02274541101356764,0.012920908379013163,0.013013420089467265,0.0078092889436909285,0.012519561815336422,0.008842752787389552,0.01639999999999997,0.012238452427950963,0.014498590414820711,0.01035856573705174,0.009005481597494258,0.006464646464646506,0.005670311867152611,0.005553351844506227,0.003515625000000022,0.0032560032560032814,0.0054923499411534404,0.007968127490039834,0.0033208800332087396,0.0039032006245121043,0.0012175324675324228,0.0016051364365972098,0.0016393442622950616,0.0024650780608052036,0.0003898635477582735,0.0037037037037037646,0.0030935808197988246,0.0012185215272135785,0.00040209087253717524,0.0012024048096191953,0.0012014417300760805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8948233360723089,0.8125,0.7194066749072929,0.6363266964648517,0.5306785859406745,0.46156991005723624,0.39079531691562364,0.3668639053254438,0.3505490036600244,0.3219039935457846,0.2953346855983773,0.26108998732572875,0.22244732576985415,0.1802392898494789,0.14730769230769225,0.09160000000000001,0.07558369608231097,0.05780574125049143,0.03307785397337637,0.01685162351006997,0.01049233252623083,0.004359889021006702,0.0037190082644626976,0.0056588520614390125,0.014586709886547866,0.019888623707239428,0.025578562728379994,0.04071856287425146,0.039919354838709786,0.0325203252032521,0.04771371769383703,0.032687191182060094,0.030278562777553475,0.026388341866876552,0.022652388797364087,0.01758691206543983,0.016699801192842978,0.013812154696132617,0.008159934720522233,0.002373417721519,0.0015987210231813709,0.00039463299131803353,0.0012126111560226693,0.0016227180527382812,0.0031758634378722395,0.004045307443365731,0.006764822920811708,0.004242190512919408,0.0032375556454876664,0.001987281399046137,0.0043912175648702645,0.004444444444444362,0.004378980891719508,0.004750593824227933,0.00398089171974525,0.0019857029388403724,0.0007911392405062223,0.00040273862263384697,0.00040650406504061376,0.0,0.0011990407673861947,0.0003923107100823886,0.0004016064257027496,0.0003834355828220559,0.0011760094080753847,0.0016057808109192218,0.0011797090051119952,0.0012072434607646176,0.0008206811653671542,0.0,0.001202886928628688,0.00040209087253717524,0.0,0.0,,,,,,,,
0.5012019230769231,0.4248105305145593,0.320164609053498,0.26687722068693254,0.2313725490196078,0.21445591739475778,0.18457850579304835,0.13672814755413,0.1035038260169151,0.07410423452768733,0.036831683168316864,0.012623274161735809,0.004780876494023922,0.006384676775738174,0.012529365700861272,0.019920318725099584,0.03960800326663949,0.037525773195876355,0.03700724054706361,0.03161734900689095,0.027549342105263164,0.019032513877874635,0.015316404675534079,0.015055467511886023,0.013328106624853064,0.02149681528662417,0.019655034095467205,0.01734570391286816,0.018964836033188437,0.013661202185792365,0.006007208650380513,0.006149116064565696,0.001242236024844745,0.002024291497975672,0.00039808917197448057,0.003582802547770547,0.005665722379603388,0.005903187721369552,0.008540056933712847,0.006475111290975222,0.004530477759472795,0.0020226537216827545,0.002774474831549689,0.0019260400616333273,0.0015600624024961762,0.002515723270440362,0.0020128824476650653,0.00040567951318448703,0.0011691348402183,0.00040933278755628244,0.0011947431302270495,0.0008143322475570036,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9538963688290494,0.8787641767696519,0.7864460204885737,0.7176330420969024,0.6236686390532544,0.5402345329559239,0.5087362860625761,0.4719290840016884,0.43898443898443895,0.4675740592473979,0.4724534284581846,0.44349939246658565,0.4529459901800327,0.42697970553123754,0.38285024154589375,0.3096339924274295,0.27656187823318734,0.2191780821917807,0.1506422732580771,0.10663507109004733,0.06304868316041512,0.030769230769230882,0.005935892362485151,0.005146476642913789,0.010642652476463454,0.030906872712484712,0.05119047619047612,0.06368118323746919,0.07912524850894631,0.0971451229183189,0.07524271844660191,0.06805664830841851,0.05040650406504066,0.03354134165366629,0.0157415078707539,0.009364820846905486,0.0012264922322158256,0.0015552099533437946,0.002861815208503704,0.010248324793062591,0.016346546791990102,0.01246983105390187,0.014181523500810367,0.021225470564677607,0.016731517509727678,0.01139601139601154,0.011811023622047223,0.0052974735126323225,0.005475166210402671,0.0012224938875305957,0.0012096774193548487,0.0008025682182984939,0.001208215867901763,0.0031558185404337857,0.0007905138339919793,0.0035856573705179695,0.004786597526924563,0.0024439918533605276,0.0024360535931789995,0.0023428348301444135,0.0019857029388403724,0.0007877116975185672,0.00039666798889326227,0.00039169604386990464,0.0,0.0008107012565869987,0.00039447731755415383,0.0008080808080808133,0.00316831683168306,0.0016849199663016012,0.0008123476848089783,0.0,0.0008090614886731018,0.0,0.0,,,,,,,
0.6175536139793487,0.5526950925181013,0.5105092966855296,0.4844945630285944,0.4719877206446661,0.4730490748189863,0.4606283149734802,0.43769968051118213,0.40445859872611456,0.36507309363887785,0.29467455621301786,0.2696324951644101,0.21173671689135598,0.14152473641524743,0.09944311853619736,0.05845511482254695,0.029691211401425055,0.019560878243512936,0.01884473576403123,0.027744748315497336,0.044462088130210464,0.05896607431340872,0.07293291731669271,0.0685714285714285,0.06295108259823579,0.04830541488118423,0.03242594075260208,0.029062627916496053,0.024350649350649345,0.01877199843566668,0.02075176194205175,0.015581302437075562,0.01954527323494215,0.015974440894568676,0.01195219123505975,0.01145475372279492,0.00740436034553682,0.00797766254487442,0.005647438483259437,0.005128205128205221,0.006331618519984095,0.008695652173913215,0.010800000000000032,0.007214428857715394,0.008386581469648435,0.0057542129058775204,0.0019485580670304259,0.002483443708609201,0.001225490196078427,0.0,0.00041390728476820016,0.0007936507936506798,0.0015980823012385903,0.0036130068245684432,0.00311284046692617,0.005973715651135025,0.003150846790074935,0.0027354435326301108,0.0015841584158413635,0.00150319428786172,0.0004045307443365509,0.0007933359777865245,0.0008080808080808133,0.0008028904054596664,0.0015649452269170805,0.0011885895404118996,0.0007886435331229125,0.002849002849002802,0.0011895321173670537,0.0003990422984836428,0.0,0.0,,,,,,,,,,
0.8101777059773829,0.7258190327613105,0.6522442377678933,0.5916045508042369,0.555737035524704,0.528968253968254,0.5041387465510445,0.5178713264495632,0.5,0.5382239382239382,0.5295075295075296,0.5186094069529652,0.5067264573991033,0.5080346106304079,0.5053806297329613,0.500390625,0.4691406250000001,0.4755020080321285,0.44982149940499805,0.43041666666666667,0.4104963384865745,0.35586319218241047,0.33441955193482686,0.27246134559130797,0.24235104669887275,0.19577133907595912,0.13902053712480245,0.10114660114660112,0.05747126436781591,0.04500412881915772,0.027856277755349268,0.019770660340055368,0.020684168655529023,0.03037667071688943,0.030482977038796433,0.033305921052631526,0.030794165316045397,0.03137254901960784,0.028756581611988685,0.03301127214170685,0.025030775543701145,0.029771615008156616,0.0395697272378025,0.03307472437729686,0.03605769230769229,0.024319868095630692,0.018563357546408366,0.013594562175129887,0.008644400785854711,0.005258899676375384,0.00956937799043045,0.006019261637239093,0.006706114398422058,0.004410585404971967,0.0035885167464115852,0.0007852375343541107,0.0023631350925562566,0.0027407987470633444,0.004037141703673752,0.0027755749405232732,0.004431909750201357,0.003990422984836428,0.0049865746068276096,0.0027591643673628985,0.0039261876717706645,0.0024252223120452276,0.003111629716063824,0.0011415525114155667,0.0015449980687524123,0.0008107012565869987,0.0012210012210012167,0.00039588281868563335,0.0015948963317384823,0.0,0.0,,,,,,,
0.7851373182552503,0.6971659919028339,0.5941686367218283,0.5115740740740741,0.4447134786117838,0.3948995363214838,0.3482003129890454,0.29208517476898355,0.23895189675400852,0.19533412415974705,0.1408738260514496,0.11343523732904259,0.06974921630094033,0.05110935023771779,0.03520569620253167,0.03619197482297398,0.060893633847370565,0.06129032258064515,0.0632346980137819,0.07959022852639863,0.06496710526315785,0.05934242181234972,0.03944315545243615,0.028067361668003277,0.01648572577402485,0.01848049281314168,0.01951827242524906,0.01904761904761909,0.024294670846394917,0.02094033978664578,0.019110764430577243,0.021659174499387035,0.015440877691995092,0.015157558835261153,0.009229534510433401,0.007774140752864089,0.005863956215793609,0.0012014417300760805,0.00438946528331996,0.005656565656565582,0.006441223832528209,0.005235602094240788,0.0071428571428570065,0.0059476605868358234,0.005820721769499659,0.0020016012810247785,0.005830903790087549,0.005191693290734656,0.004408817635270457,0.0015810276679841806,0.0003971405877680745,0.000810044552450373,0.0,0.0003992015968063978,0.0004078303425774088,0.0008206811653671542,0.00039138943248528957,0.0012175324675324228,0.0008169934640521737,0.002008838891120912,0.00122149837133545,0.0004123711340205949,0.001173249902229223,0.0,0.0012126111560226693,0.0,0.0003988831272436766,0.00040273862263384697,0.0007821666014860007,0.0003932363350372947,0.00041220115416318315,0.0007704160246532199,0.0004132231404958553,0.00039824771007557214,0.00040584415584410394,0.0,0.0008261049153241995,0.0,0.0004038772213246222,0.0004115226337447764,0.0,0.0
